time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure,EES_order
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,1753,102604,0,262229,366586,0,366586,25,73
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.0.2 High needs place funding within Individual Schools Budget,145833,1516683,115000,6088178,0,x,7865694,,7865694,313,2
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.1 Top-up funding – maintained schools,186175,9385637,1981494,11421343,0,x,22974649,0,22974649,381,12
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,1556049,3910713,5534766,593882,3651112,15246523,0,15246523,253,13
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,234827,288922,531234,2659873,0,1569365,5284222,0,5284222,88,14
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,50298,49702,x,x,x,100000,0,100000,2,15
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.5 SEN support service,228921,570738,943538,1035700,0,404591,3183488,0,3183488,53,16
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.7 Other alternative provision services,0,0,0,0,1312882,0,1312882,0,1312882,22,18
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.8 Support for inclusion,27151,599748,540280,0,0,0,1167179,0,1167179,19,19
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.11 Direct payments (SEN and disability),0,48225,212471,0,0,88763,349459,0,349459,6,22
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.2.13 Therapies and other health related services,0,93713,22491,0,0,81087,197291,0,197291,3,24
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,741017,108569,632448,17,67
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,2108115,13314,2094801,55,68
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,125308,3500,121808,3,69
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,912515,563097,3412170,262941,x,5150723,148975,5001748,131,70
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,57147,1316052,17447,209687,1600333,46287,1554047,41,72
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,0,0,0,0,0,73
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,574333,495667,10695443,1863807,x,13629250,,13629250,430,2
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.1 Top-up funding – maintained schools,14905,7305839,5745123,19576771,2048905,x,34691543,1473204,33218339,472,12
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",104731,1177884,926258,1672977,62567,7209075,11153492,0,11153492,159,13
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,16075156,0,0,16075156,16737,16058419,228,14
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,136500,280000,x,x,x,416500,0,416500,6,15
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.5 SEN support service,419172,745729,586422,531900,19892,314383,2617498,42774,2574724,37,16
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.6 Hospital education services,x,x,x,452878,0,x,452878,7850,445028,6,17
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.7 Other alternative provision services,0,0,0,0,1203764,0,1203764,0,1203764,17,18
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.8 Support for inclusion,39622,462524,363717,1118429,23671,374097,2382060,474669,1907391,27,19
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.2.13 Therapies and other health related services,0,0,0,0,100000,0,100000,0,100000,1,24
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1780233,500561,1279672,31,67
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1476537,74346,1402191,34,68
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,135758,25600,110158,3,69
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,200961,2260163,1777334,3210162,200965,x,7649585,0,7649585,187,70
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,1161064,1161064,0,1161064,28,72
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,655414,655414,0,655414,16,73
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.0.2 High needs place funding within Individual Schools Budget,25000,601667,0,4440833,950000,x,6017500,,6017500,326,2
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.1 Top-up funding – maintained schools,170376,8022173,285419,16091988,1744013,x,26313968,0,26313968,411,12
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",52059,2976502,2602947,5312315,4076482,0,15020305,0,15020305,235,13
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,160449,1084400,1084400,7991786,3567026,2896208,16784269,0,16784269,262,14
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,594000,66000,x,x,x,660000,0,660000,10,15
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.5 SEN support service,296348,1440085,0,0,0,0,1736432,0,1736432,27,16
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.7 Other alternative provision services,0,240903,240903,0,793683,0,1275489,0,1275489,20,18
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.8 Support for inclusion,18258,164318,0,0,0,0,182576,0,182576,3,19
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.2.13 Therapies and other health related services,0,325461,0,0,0,0,325461,0,325461,5,24
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1710225,415663,1294562,29,67
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,2535334,0,2535334,57,68
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,489905,0,489905,11,69
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,487102,1434594,3672561,57049,x,5651306,0,5651306,128,70
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,1698939,1698939,0,1698939,38,72
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,1342518,1342518,0,1342518,30,73
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,630000,90000,7470000,2270450,x,10460450,,10460450,318,2
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Schools,1.2.1 Top-up funding – maintained schools,461466,12175539,7520567,27195253,493882,x,47846707,488741,47357966,655,12
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,4013529,5743498,591515,190297,0,10538839,0,10538839,146,13
202324,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,107046,244677,841077,1238678,749323,5002878,8183679,3325,8180354,113,14
