EstablishmentName,SEN_Provision_List,HasSENProvision
Cranbrook Children's Centre,Not applicable,False
Crane Park Children's Centre,Not applicable,False
Cranford Children's Centre,Not applicable,False
Craven Arms Children's Centre delivery point,Not applicable,False
Crawcrook Children's Centre @ Greenside,Not applicable,False
Crawford Primary School and Children's Centre,Not applicable,False
Crayford,Not applicable,False
Creations Community Childrens Centre,Not applicable,False
Crediton Area Children's Centre Services,Not applicable,False
The Villages Children's Centre,Not applicable,False
Creekmoor Library Outreach,Not applicable,False
Crescent Children's Centre,Not applicable,False
Creswell Children's Centre,Not applicable,False
Cricklade Children's Centre,Not applicable,False
Pill Library & Children's Centre,Not applicable,False
The Valley Family Hub Link Site,Not applicable,False
Crookhorn Lane Children's Centre,Not applicable,False
Crosfield Nursery School and Children's Centre,Not applicable,False
Crosland Moor Children's Centre,Not applicable,False
Cross Gates & Manston Children's Centre,Not applicable,False
Crossley Hall Children's Centre,Not applicable,False
Crown Lane Primary School & Children's Centre,Not applicable,False
Crownlands Children's Centre,Not applicable,False
Croxteth Children's Centre,Not applicable,False
Crumpsall Sure Start Children's Centre,Not applicable,False
Meadow View Children's Centre,Not applicable,False
Culm Valley Children's Centre,Not applicable,False
Cumberland Children's Centre,Not applicable,False
Curledge Street Children's Centre,Not applicable,False
Curzon Crescent Children's Centre,Not applicable,False
D.E.L.L. Children's Centre,Not applicable,False
D1 Orchard Family Centre,Not applicable,False
D10 Three Villages Family Centre,Not applicable,False
D2 Little Feet Family Centre,Not applicable,False
D3 Little Hands Family Centre,Not applicable,False
D4 Galley Hill Family Centre,Not applicable,False
D5 Heath Lane Family Centre,Not applicable,False
D6 Cedar Tree Family Centre,Not applicable,False
D7 Windmill Family Centre,Not applicable,False
D8 Green Lane Family Centre,Not applicable,False
D9 the Lanes Family Centre,Not applicable,False
Daisy Hill CC (Bedford Borough),Not applicable,False
Daisychain Children's Centre,Not applicable,False
Little Stars Children's Centre,Not applicable,False
Flying Start West Children's Centre,Not applicable,False
Dalton SureStart Children's Centre,Not applicable,False
Danson Children's Centre,Not applicable,False
Greenlands at Darenth Children's Centre,Not applicable,False
Darlaston Sure Start Children's Centre,Not applicable,False
Darnall Family Hub,Not applicable,False
Dartmouth & District Children's Centre,Not applicable,False
Darwen Children's Centre,Not applicable,False
Little Cygnets Children's Centre (Datchet),Not applicable,False
Daubeney Children & Family Hub,Not applicable,False
Daventry East Children's Centre,Not applicable,False
Daventry West Children's Centre,Not applicable,False
Davies Lane Children Centre,Not applicable,False
Davyhulme Children's Centre,Not applicable,False
Dawlish Children's Centre,Not applicable,False
Dean Bank Children's Centre,Not applicable,False
Deanshanger Library and Children's Centre,Not applicable,False
Deanwood Children's Centre,Not applicable,False
Dearne Family Centre,Not applicable,False
DeBohun Children's Centre,Not applicable,False
Gateshead Children's Centre @ Deckham,Not applicable,False
Ranihket Children's Centre,Not applicable,False
Crowland Childrens Centre,Not applicable,False
Deeplish Children's Centre,Not applicable,False
Delce Children's Centre,Not applicable,False
Denaby Main Children's Centre,Not applicable,False
Flying Start Central @Denbigh,Not applicable,False
Denby Dale & Skelmanthorpe Children's Centre,Not applicable,False
Happy Valley Children's Centre,Not applicable,False
Sure Start Denton & Westerhope Children's Centres,Not applicable,False
Denton Children's Centre,Not applicable,False
Denton South Children's Centre/Haughton Green Centre,Not applicable,False
Derby Street Children's Centre,Not applicable,False
Derwent Children's Centre,Not applicable,False
Desborough Children's Centre,Not applicable,False
Desford Sure Start Children's Centre,Not applicable,False
Devizes North Community Children's Centre,Not applicable,False
Devizes South Community Children's Centre,Not applicable,False
Devonshire Children's Centre,Not applicable,False
Dewsbury Moor & Scout Hill Children's Centre,Not applicable,False
Didsbury Park,Not applicable,False
Dingle Lane Children's Centre,Not applicable,False
Dinnington Children's Centre,Not applicable,False
Discovery Children's Centre,Not applicable,False
Diss Children's Centre,Not applicable,False
Distington SureStart Children's Centre,Not applicable,False
Ditton Children's Centre,Not applicable,False
Doddington Green Children's Centre,Not applicable,False
Dodmire Children's Centre,Not applicable,False
Donnington Infants & Children Centre,Not applicable,False
Dorchester Children's Centre,Not applicable,False
Dorking Nursery School Sure Start Children's Centre,Not applicable,False
Dorking Rural Sure Start Children's Centre,Not applicable,False
Dormanstown Sure Start Children's Centre,Not applicable,False
Dormers Wells Children's Centre,Not applicable,False
Douglas Valley Sure Start Children's Centre,Not applicable,False
Dovers Green Sure Start Children's Centre,Not applicable,False
Downderry Children's Centre,Not applicable,False
Downham Market Children's Centre,Not applicable,False
Dunstable South Children's Centre,Not applicable,False
Dragonflies Family Hub,Not applicable,False
Drayton & Farlington Children's Centre,Not applicable,False
Drayton and Taverham Sure Start Children's Centre,Not applicable,False
Sure Start Children's Centre Driffield,Not applicable,False
West Wood Children's Centre,Not applicable,False
Drove Children's Centre,Not applicable,False
Duke Street Children's Centre,Not applicable,False
Dukinfield Children's Centre,Not applicable,False
Dulverton Building,Not applicable,False
Dulwich Wood Children's Centre and Nursery School & Children's Centre,Not applicable,False
"Dunkirk, Lenton and Lenton Abbey Children's Centre",Not applicable,False
Aerodrome Children's Centre,Not applicable,False
Worthing West Family Hub (Durrington),Not applicable,False
Duston Library and Children's Centre,Not applicable,False
Dymchurch Children's Centre,Not applicable,False
Ealing Hospital Children's Centre,Not applicable,False
Earcroft Children's Centre,Not applicable,False
Earl Shilton Sure Start Children's Centre,Not applicable,False
Earlham Early Years Centre,Not applicable,False
Reigate Steppingstones Sure Start Children's Centre,Not applicable,False
Early Days Family Hub,Not applicable,False
Easington Children's Centre,Not applicable,False
East Borough Children's Centre,Not applicable,False
Cottonwood Children's Centre,Not applicable,False
East Children's Centre,Not applicable,False
East Cleveland SureStart Children's Centre,Not applicable,False
East Cowes Children's Centre,Not applicable,False
East Hastings Children's Centre,Not applicable,False
East India,Not applicable,False
EAST LEAKE Children's Centre,Not applicable,False
Woodlands Children's Centre,Not applicable,False
East Marsh Children's Centre,Not applicable,False
East Newport Children's Centre,Not applicable,False
East Oxford Children and Family Centre,Not applicable,False
East Peckham Children's Centre,Not applicable,False
Sure Start Children's Centre Bridlington One,Not applicable,False
East Staffordshire Children's Centre,Not applicable,False
East Street Children and Family Centre,Not applicable,False
East Tilbury Children's Centre P2-3,Not applicable,False
Eastbury Children's Centre,Not applicable,False
Eastcotts CC (Bedford Borough),Not applicable,False
Eastfield Children's Centre,Not applicable,False
Eastham Children's Centre,Not applicable,False
Eastwood Centre for Children and Families,Not applicable,False
EASTWOOD Children's Centre,Not applicable,False
Ecclesall Library,Not applicable,False
Ecclesbourne Children's Centre,Not applicable,False
Eckington Children's Centre,Not applicable,False
Ecton Brook Children's Centre,Not applicable,False
Eden SSCC,Not applicable,False
Edenbridge Children's Centre,Not applicable,False
Edgar Stammers Sure Start Children's Centre,Not applicable,False
Edith Kerrison Children's Centre,Not applicable,False
Raynham@Craigpark Childrens Centre,Not applicable,False
Effra Early Years and Children's Centre,Not applicable,False
Eglinton Children's Centre,Not applicable,False
Egremont SureStart Children's Centre,Not applicable,False
EH1 Bramble Hill Family Centre,Not applicable,False
EH10 Churchfields Family Centre,Not applicable,False
EH2 Beane Valley Family Centre,Not applicable,False
EH3 Buttercups Family Centre,Not applicable,False
EH4 Windhill Family Centre,Not applicable,False
EH5 Little Squirrels Family Centre,Not applicable,False
EH6 Duckling Green Family Centre,Not applicable,False
EH7 Silver Birches Family Centre,Not applicable,False
EH8 Ash Valley Family Centre,Not applicable,False
EH9 Hertford Selections Family Centre,Not applicable,False
Elim Children's Centre,Not applicable,False
Eliot Bank Children's Centre,Not applicable,False
Elland Children's Centre,Not applicable,False
Beckton and Royal Docks Children's Centre,Not applicable,False
Formerly Ellergreen Children's Centre,Not applicable,False
Ellesmere and Wem Children's Centre,Not applicable,False
Riverside Children's Centre (formerly Ellington),Not applicable,False
Elm Park Children's Centre,Not applicable,False
Cherry Tree Children's Centre,Not applicable,False
Elmgrove,Not applicable,False
Elmtree CC,Not applicable,False
Elstead and Villages Sure Start Children's Centres,Not applicable,False
"Turners Wood, Fleet Fireflies and Wild Rose Children's Centre",Not applicable,False
Ely Child and Family Centre,Not applicable,False
Epp1 Hazelwood Family Hub Delivery Site,Not applicable,False
Epp4/A Little Oaks Family Hub Delivery Site,Not applicable,False
Epp5 True Stars Family Hub Delivery Site,Not applicable,False
Epp7 Brambles Family Hub,Not applicable,False
Epsom Downs Sure Start Children's Centre,Not applicable,False
Epsom Sure Start Children's Centre,Not applicable,False
South Axholme Children's Centre - Epworth,Not applicable,False
Estcourt,Not applicable,False
Eston SureStart Children's Centre,Not applicable,False
Ethelred Nursery School & Children's Centre,Not applicable,False
Evergreen Children's Centre,Not applicable,False
Everton Children's Centre,Not applicable,False
Exeter Central (Flying Start Children's Centre),Not applicable,False
Exeter Primary School,Not applicable,False
Exmouth & District Children's Centre,Not applicable,False
Eye Family Hub,Not applicable,False
Eyres Monsell and Gilmorton Sure Start Children's Centre,Not applicable,False
Fagley Primary School and Children's Centre,Not applicable,False
Fairchildes Children's Centre,Not applicable,False
Fairfield Children's Centre,Not applicable,False
Fairfield Children's Centre,Not applicable,False
Fairfield Children's Centre,Not applicable,False
Fairmead Sure Start Children's Centre,Not applicable,False
Fairway Primary School and Children's Centre,Not applicable,False
Fakenham Gateway Surestart Children's Centre,Not applicable,False
Falconwood & Welling Children's Centre,Not applicable,False
Fallowfield Sure Start Children Centre,Not applicable,False
Family Tree Children's Centre,Not applicable,False
The Willows and Maples Children's Centre,Not applicable,False
Farcliffe & Lilycroft Children and Family Centre,Not applicable,False
